title;link;downloaded;notesTaken
"Hiver dans notre maison en bois (chaleur et humidité), évolution de la chaîne, questions [live OFF]";"https://www.youtube.com/watch?v=I7M4Sehl55s";false;false
"Poser du parquet massif - LPMDP S2 #19";"https://www.youtube.com/watch?v=4Be9fX1OUkg";false;false
"Fabriquer soi-même des plinthes - LPMDP S2 #19 Bonus";"https://www.youtube.com/watch?v=vI0ua81o8Tc";false;false
"Tirage Au Sort Concours 50 000 PINGOUINS";"https://www.youtube.com/watch?v=63fGfefi7Rc";false;false
"Comment faire les finitions d'un parquet et d'un lambris - LPMDP S2 #20";"https://www.youtube.com/watch?v=vBLCJsqtTEs";false;false
"Fabriquer son lit CODODO soit-même - DIY 👶";"https://www.youtube.com/watch?v=TNzUGY8B9Mk";false;false
"5 Outils qui nous auraient CHANGÉ LA VIE - LIVE Batimat 2019";"https://www.youtube.com/watch?v=H7DvMq1Xk5I";false;false
"On emménage dans 16m² ! 😮 - LPMDP S2 #21";"https://www.youtube.com/watch?v=z99qRz5IfHw";false;false
"Ce que vous ignorez sur votre mètre !";"https://www.youtube.com/watch?v=72j6equlIpw";false;false
"On installe un hamac géant dans notre maison !! 😍 - LPMDP S2 #22";"https://www.youtube.com/watch?v=led8_RWwTWQ";false;false
"Les SECRETS pour des mesures ULTRA PRÉCISES !";"https://www.youtube.com/watch?v=36Ssik2sDQ0";false;false
"DIY garde-corps style industriel - LPMDP S2 #23";"https://www.youtube.com/watch?v=1vvFar_NYVU";false;false
"Maison en container, Couple et autoconstruction, Écoconstruction terre/paille, normes VRD [Live OFF]";"https://www.youtube.com/watch?v=lFfs9TXriEM";false;false
"1 an de travaux TRANSFORMATION - LPMDP S2";"https://www.youtube.com/watch?v=5wRry8ETxIE";false;false
"L'installation solaire PARFAITE ?!";"https://www.youtube.com/watch?v=h7wkOmLt4hw&t=19s";false;false
"Viabiliser un terrain : Comment avoir l'eau et l'électricité sur son terrain ? - LPMDP S2 #24";"https://www.youtube.com/watch?v=eE7r_yFikD4";false;false
"Construction regard en béton pour l'arrivée des réseaux VRD d'une habitation - LPMDP S2 #25";"https://www.youtube.com/watch?v=JZ9CuPvYMM4";false;false
"Débutants à la mini-pelle : on creuse une énorme tranchée pour nos VRD ! - LPMDP S2 #26";"https://www.youtube.com/watch?v=b-ipn0zIy3E";false;false
"Tranchée de raccordement : Passage des gaines pour les réseaux - LPMDP S2 #27";"https://www.youtube.com/watch?v=Jw-l5F9yf90";false;false
"Confinement, autonomie alimentaire, télétravail et vélo électrique [live OFF]";"https://www.youtube.com/watch?v=4MKzqfDWUwM";false;false
"Raccordement au tout à l'égout avec pompe de relevage - LPMDP S2 #28";"https://www.youtube.com/watch?v=kWiV8SJ2x2g";false;false
